Status,Event_Date,Start_Time,End_Time,Type,Description,Borough,LocationofEvent,EventAddress,ActualParticipants,Postcode,Latitude,Longitude,CommunityBoard,CouncilDistrict ,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
Completed (59),2/21/2020,1:00 PM,3:00 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Brooklyn,CCNS/Riverway Innovative Senior Center,230 Riverdale Avenue,34,11212,40.661083,-73.908024,316,41,3413856,3036030025,916,BK1602
Completed (59),2/22/2020,11:00 AM,1:00 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Queens,Queens Library at Corona,3823 104th Street,88,11368,40.750871,-73.862204,403,21,4044596,4017750077,40302,QN0303
Completed (59),2/22/2020,9:00 AM,2:00 PM,RNY Fair (FAIR),Key to the City,Bronx,The Angelo Patri School,2190 Folin Street,100,10457,40.85496,-73.89732,205,15,2013307,2031430043,379,BX0502
Completed (59),2/25/2020,2:30 PM,3:30 PM,RNY General Presentation (GEN),Ready NY Presentation,Bronx,CS 134,1330 Bristow Street,10,10459,40.831194,-73.894773,203,17,2010273,2029650082,153,BX0303
Completed (59),2/25/2020,10:00 AM,1:30 PM,RNY for Kids (KIDS),Ready Girl,Staten Island,PS 52,450 Buel Ave,550,10305,40.582744,-74.088509,502,50,5053746,5037050001,11201,SI0202
Completed (59),2/25/2020,6:30 PM,8:30 PM,RNY Fair (FAIR),RNY Fair - Speaker Johnson 2020 Community Resource Fair,Manhattan,Touro College,320 West 31st Street,150,10001,40.750637,-73.99568,104,3,1013537,1007540051,103,MN0401
Completed (59),2/26/2020,11:00 AM,12:30 PM,RNY General Presentation (GEN),RNY ESOL Workshop,Queens,PS 26,195-02 69th Avenue,25,11365,40.736922,-73.77799,408,23,4153296,4071170421,134702,QN0803
Completed (59),2/26/2020,10:00 AM,12:00 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Brooklyn,Saratoga Square Senior Center,930 Halsey Street,40,11233,40.685579,-73.916976,316,41,3339097,3014950013,373,BK1601
Completed (59),2/26/2020,6:30 PM,8:00 PM,RNY General Presentation (GEN),RNY ESOL Workshop,Manhattan,Chinatown YMCA New American Welcome Center,100 Hester Street,75,10002,40.716553,-73.993092,103,1,1082489,1003010003,16,MN0301
Completed (59),2/26/2020,12:30 PM,2:30 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Manhattan,PS/MS 108 School of Authors,1615 Madison Avenue,50,10029,40.795146,-73.948368,111,8,1051584,1016140021,17401,MN1101
Completed (59),2/27/2020,12:30 PM,2:30 PM,RNY General Presentation (GEN),Ready New York Emergency Preparedness for Seniors,Brooklyn,Maria Lawton Neighborhood Center,400 Hart Street,40,11206,40.694788,-73.934645,303,36,3341752,3015950024,287,BK0302
Completed (59),2/27/2020,2:00 PM,4:00 PM,RNY General Presentation (GEN),Ready New York Presentation - Emergency Readiness & Safety,Manhattan,Renwick Gardens,332 E. 29th Street,70,10016,40.741072,-73.976847,106,4,1020612,1009340015,66,MN0603
Completed (59),2/27/2020,10:30 AM,12:00 PM,RNY General Presentation (GEN),RNY ESOL,Queens,YMCA Flushing New American Welcome Center,138-46 Northern Boulevard,35,11354,40.764119,-73.827142,407,20,4113292,4050100038,865,QN0707
Completed (59),2/27/2020,12:00 PM,3:00 PM,RNY for Kids (KIDS),Book Day 2020,Brooklyn,Yeshivah of Flatbush High School,1609 Avenue J,300,11230,40.625313,-73.960269,314,44,3179705,3067090036,532,BK1403
Completed (59),2/28/2020,8:30 AM,9:30 AM,RNY General Presentation (GEN),Ready New York - Parent Workshop,Queens,The  Cynthia Jenkins School PS37Q,179-37 137 Avenue,3,11434,40.67588,-73.758505,412,27,4279864,4129930118,352,QN1205
Completed (59),2/28/2020,10:00 AM,11:45 AM,RNY General Presentation (GEN),RNY Presentation,Bronx,La Peninsula Head Start,711 Manida St,35,10474,40.814588,-73.888434,202,17,2006496,2027630029,9301,BX0201
Completed (59),2/28/2020,9:00 AM,11:35 AM,RNY for Kids (KIDS),Ready Girl,Queens,PS 88Q,60-85 Catalpa Avenue,790,11385,40.703779,-73.896374,405,30,4085173,4035340012,585,QN0502
Completed (59),3/3/2020,1:00 PM,3:00 PM,RNY General Presentation (GEN),Ready New York Presentation,Brooklyn,Glenwood Senior Center,5701 Avenue H,65,11234,40.633288,-73.921555,318,45,3331006,3079780001,94402,BK1801
Completed (59),3/4/2020,1:00 PM,3:45 PM,RNY General Presentation (GEN),RNY Presentation - AARP Meeting,Staten Island,Knights of Columbus Hall,397 Clarke Avenue,65,10306,40.56948,-74.143814,503,50,5161552,5200029999,138,SI0301
Completed (59),3/4/2020,2:00 PM,3:00 PM,RNY General Presentation (GEN),RNY Presentation,Manhattan,"Hand in Hand Development, Inc.","465 Grand Street, 2nd Floor",25,10002,40.715133,-73.984031,103,1,1004056,1003150070,1401,MN0302
Completed (59),3/4/2020,11:15 AM,12:00 PM,RNY for Kids (KIDS),Emergency Management Assembly,Queens,Hunter's Point Community Middle School,1-50 51st Avenue,300,11101,40.742956,-73.959196,402,26,4538588,4000060008,101,QN0201
Completed (59),3/4/2020,10:00 AM,1:00 PM,RNY Fair (FAIR),RNY Fair - Small Business Resource Fair,Brooklyn,New York Public Library Grand Army Plaza,10 Grand Army Plaza,100,11238,40.672833,-73.969069,355,35,3029665,3011830002,177,BK5591
Completed (59),3/5/2020,11:00 AM,12:00 PM,RNY General Presentation (GEN),Ready New York DAFN Presentation,Bronx,2808 Parkeview Terrace,2808 Parkview Terrace,10,10468,40.87044,-73.894512,207,14,2128677,2033180029,40303,BX0702
Completed (59),3/5/2020,12:15 PM,1:45 PM,NYCEM 101 (NYCEM),NYC EM 101,Manhattan,John Jay College,524 West 59th Street,35,10019,40.770786,-73.988512,104,6,1027084,1010870005,147,MN0701
Completed (59),3/6/2020,8:30 AM,9:30 AM,RNY General Presentation (GEN),Safety Town Hall Meeting,Brooklyn,PS 94,5010 6th Avenue,75,11220,40.64366,-74.008252,307,38,3332126,3007920026,98,BK0703
Completed (59),3/6/2020,8:30 AM,9:15 AM,RNY for Kids (KIDS),Emergency Preparedness,Brooklyn,Little Brooklyn Pre-K Center,173 25th Street,80,11232,40.661043,-73.998948,307,38,3009582,3006510047,101,BK0702
Completed (59),3/6/2020,12:00 PM,1:45 PM,RNY for Kids (KIDS),Ready Girl,Bronx,Bronx Arts and Science Charter School,925 Hutchinson River Parkway,160,10465,40.825848,-73.836727,210,13,2097746,2055420001,90,BX0903
Completed (59),3/9/2020,6:30 PM,7:30 PM,RNY General Presentation (GEN),Ready New York Presentation,Manhattan,The Rutherford,230 East 15th Street,35,10003,40.733421,-73.985379,106,2,1019519,1008960032,48,MN0602
Completed (59),3/9/2020,10:15 AM,12:15 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Brooklyn,The Bay Senior Center,3643 Nostrand Ave.,40,11229,40.594966,-73.940825,315,46,3344554,3074051001,572,BK1503
Completed (59),3/9/2020,6:30 PM,8:00 PM,RNY General Presentation (GEN),RNY ESOL Workshop,Queens,Queens Adult Learning Center,27-35 Jackson Ave,30,11101,40.747962,-73.940046,402,26,4005127,4004320008,1902,QN0201
Completed (59),3/9/2020,3:00 PM,5:00 PM,RNY Fair (FAIR),Tabling at COVID-19 Community Forum,Brooklyn,49 Madison Street,49 Madison Street,0,11238,40.683967,-73.957187,303,36,3057099,3019870058,229,BK0301
Completed (59),3/10/2020,11:00 AM,12:00 PM,RNY General Presentation (GEN),Ready New York Presentation: SUNY College of Optometry,Manhattan,"SUNY College of Optometry, University Eye Center",33 West 42nd Street,20,10036,40.754004,-73.982105,105,4,1034197,1012580018,96,MN0502
Completed (59),3/10/2020,9:00 AM,10:00 AM,RNY General Presentation (GEN),RNY DAFN presentation - Village East Towers Emergency Preparedness Task Force,Manhattan,Village East Towers,170 Avenue C between 10th and 11th street,25,10009,40.726196,-73.977281,103,2,1078025,1003820100,28,MN0303
Completed (59),3/10/2020,2:30 PM,4:30 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Bronx,PS 61,1550 Crotona Park East,300,10460,40.836575,-73.892817,203,15,2009865,2029390045,153,BX0303
Completed (59),3/11/2020,7:00 PM,9:00 PM,RNY Fair/Presentation (FP),Citizen Preparedness Training,Queens,Holy Cross Church,11-05 150th Street,126,11357,40.791352,-73.814793,407,19,4541690,4045160001,981,QN0702
Completed (59),3/11/2020,4:00 PM,7:00 PM,RNY Fair (FAIR),RNY Fair - 13th Annual Brooklyn Community Board 14 Youth Conference,Brooklyn,Brooklyn College Student Center,"2705 Campus Road, 6th and 7th Floors",300,11210,40.632388,-73.950616,314,45,3205803,3075550027,774,BK1401
Completed (59),3/11/2020,9:00 AM,2:00 PM,RNY Fair (FAIR),RNY Fair,Brooklyn,Interfaith Medical Center,1545 Atlantic Avenue,200,11213,40.677816,-73.937557,303,36,3048072,3017050001,271,BK0302
Completed (59),3/11/2020,11:00 AM,1:00 PM,RNY Fair (FAIR),Tabling at COVID-19 Community Forum,Brooklyn,Chinese-American Planning Council,"4101 8th Avenue, 5th Floor",50,11232,40.64607,-73.998544,312,38,3018218,3009230009,9202,BK1201
Completed (59),3/11/2020,5:30 PM,7:30 PM,RNY Fair (FAIR),RNY Fair - Health and Wellness Fair at PS 52,Staten Island,PS 52,450 Buel Avenue,150,10305,40.582744,-74.088509,502,50,5053746,5037050001,11201,SI0202
Completed (59),3/12/2020,8:30 AM,12:30 PM,RNY for Kids (KIDS),Ready Girl,Brooklyn,PS 94,5010 6th Avenue,850,11220,40.64366,-74.008252,307,38,3332126,3007920026,98,BK0703
Completed (59),3/12/2020,1:45 PM,2:30 PM,RNY for Kids (KIDS),Ready Girl,Manhattan,The Riverside School for Makers and Artists,300 West 61st Street,150,10023,40.773073,-73.990068,107,6,1088870,1011717510,15102,MN0701
Completed (59),5/28/2020,11:00 AM,1:00 PM,RNY General Presentation (GEN),Healthy Homes COVID-19 Free Virtual Training for Professionals,Manhattan,Webex Virtual,"125 Worth Street,",41,10013,40.715428,-74.002673,101,1,1001831,1001680032,31,MN0102
Completed (59),6/9/2020,12:00 PM,1:00 PM,RNY Fair/Presentation (FP),Virtual RNY STH Week of Learning Presentation,Manhattan,Virtual Online,52 Chambers Street,70,10007,40.713814,-74.00557,101,1,1079146,1001220001,31,MN0102
Completed (59),6/24/2020,11:00 AM,4:00 PM,RNY General Presentation (GEN),YAI- Independent Living Skiills Group,Manhattan,Virtual,220 East 42nd Street,45,10017,40.750256,-73.973256,106,4,1037546,1013157501,88,MN0603
Completed (59),6/29/2020,6:00 PM,7:45 PM,RNY General Presentation (GEN),Van Dyke NSTAT Team Meeting,Manhattan,Google Hangout,520 8th Ave,43,10018,40.753612,-73.992417,105,3,1083624,1007860001,109,MN0502
Completed (59),6/29/2020,2:00 PM,3:00 PM,RNY General Presentation (GEN),Emergency Preparedness,Manhattan,Virtual,500 Greenwich Street,15,10013,40.725564,-74.009178,102,1,1076084,1005957501,37,MN0201
Completed (59),7/9/2020,10:00 AM,11:45 PM,RNY General Presentation (GEN),Convocation Safety Seminar,Queens,Church,109-29 135th Street,8,11420,40.68626,-73.808966,410,28,4250141,4116150080,170,QN1001
Completed (59),7/15/2020,10:00 AM,12:00 PM,RNY General Presentation (GEN),HPD Personal Emergency Preparedness Session,Manhattan,Virtual,100 Gold Street,66,10038,40.710353,-74.004007,101,1,1001289,1000940025,1501,MN0101
Completed (59),7/27/2020,2:00 PM,4:00 PM,RNY General Presentation (GEN),RNY Presentation,Manhattan,Zoom,100 Gold Street,15,10038,40.710353,-74.004007,101,1,1001289,1000940025,1501,MN0101
Completed (59),7/30/2020,1:00 PM,2:30 PM,RNY General Presentation (GEN),Ready New York Heat Presentation,Brooklyn,Webex,Citywide,63,,,,,,,,,
Completed (59),8/24/2020,11:00 AM,12:00 PM,RNY General Presentation (GEN),Ready NYC,Manhattan,Virtual (Zoom),1460 Broadway,15,10036,40.754946,-73.986161,105,4,1022573,1009947504,113,MN0502
Completed (59),8/25/2020,1:00 PM,2:00 PM,RNY General Presentation (GEN),Barrier Free Living,Bronx,Virtual (Zoom),637 E 138th Sreet,20,,,,,,,,,
Completed (59),8/26/2020,1:00 PM,2:00 PM,RNY General Presentation (GEN),Barrier Free Living - Consumer Presentation,Bronx,Virtual (Zoom),637 E 138th Sreet,20,,,,,,,,,
Completed (59),8/27/2020,10:30 AM,11:30 PM,RNY General Presentation (GEN),RNY ESOL Workshop,Queens,Virtual,138-46 Northern Boulevard,15,11354,40.764119,-73.827142,407,20,4113292,4050100038,865,QN0707
Completed (59),8/27/2020,2:30 PM,3:30 PM,RNY General Presentation (GEN),RNY ESOL Workshop,Queens,Virtual,138-46 Northern Boulevard,20,11354,40.764119,-73.827142,407,20,4113292,4050100038,865,QN0707
Completed (59),8/27/2020,7:00 PM,8:00 PM,RNY General Presentation (GEN),RNY ESOL Workshop,Queens,Virtual,138-46 Northern Boulevard,20,11354,40.764119,-73.827142,407,20,4113292,4050100038,865,QN0707
Completed (59),8/28/2020,11:00 AM,12:00 PM,RNY General Presentation (GEN),Ready New York Deutsch Bank,Manhattan,Virtual,60 Wall Street,50,10005,40.705914,-74.008609,101,1,1001004,1000400003,7,MN0101
Completed (59),8/29/2020,10:00 AM,12:00 PM,RNY General Presentation (GEN),RNY Workshop,Bronx,Virtual,1112 Garrison Ave,50,10474,40.819639,-73.889394,202,17,2006323,2027610022,11502,BX0201
Completed (59),9/3/2020,1:00 PM,2:00 PM,RNY Hurricane (H),RNY Hurricane Preparedness Webinar/Presentation,Brooklyn,Virtual,Citywide,30,,,,,,,,,
Completed (59),9/9/2020,10:00 AM,11:00 PM,RNY General Presentation (GEN),Ready New York Presentation: Access VR,Queens,Virtual,11-15 47th Avenue,15,11101,40.744926,-73.950179,402,26,4000477,4000560018,702,QN0201
Completed (59),9/10/2020,1:30 PM,2:30 PM,RNY General Presentation (GEN),RNY Presentation,Manhattan,Virtual,11 Broadway,15,10004,40.705354,-74.013731,101,1,1000044,1000130005,13,MN0101
Completed (59),9/10/2020,2:00 PM,3:00 PM,RNY General Presentation (GEN),Spanish Hurricane Preparedness,Brooklyn,Virtual,Citywide,10,,,,,,,,,
Completed (59),9/12/2020,1:00 PM,2:00 PM,RNY General Presentation (GEN),Ready NY for National Council of Negro Women - Manhattan section,Manhattan,Virtual,Citywide,15,,,,,,,,,
Completed (59),9/14/2020,10:00 AM,11:00 AM,RNY General Presentation (GEN),Virtual Emergency Preparedness Presentation,Queens,Zoom,34-35 12th Street,15,11106,40.76323,-73.937607,401,26,4430802,4005230002,43,QN0105
Completed (59),9/15/2020,1:00 PM,2:00 PM,RNY General Presentation (GEN),Pet Preparedness Webinar,Brooklyn,NYCEM,Citywide,100,,,,,,,,,
Completed (59),9/17/2020,7:00 PM,8:00 PM,RNY General Presentation (GEN),"NYCHCPA Care, Inc.",Brooklyn,Virtual,Citywide,25,,,,,,,,,
Completed (59),9/21/2020,1:30 PM,2:30 PM,RNY General Presentation (GEN),RNY Emergency Preparedness Presentation,Queens,Virtual,98-19 Astoria Boulevard,36,11369,40.762296,-73.871089,403,21,4032768,4013720045,367,QN0302
Completed (59),9/22/2020,6:00 PM,7:00 PM,RNY Hurricane (H),Hurricane Preparedness,Brooklyn,Virtual,26 brighton 11 Street,35,11235,40.581713,-73.956464,313,48,3245361,3087070375,61004,BK1303
Completed (59),9/22/2020,6:00 PM,7:00 PM,RNY Hurricane (H),RNY Hurricane Preparedness Webinar/Presentation,Brooklyn,Virtual,Citywide,35,,,,,,,,,
Completed (59),9/24/2020,1:00 PM,2:00 PM,RNY General Presentation (GEN),Voices of the Disabled: Planning for Emergencies.,Brooklyn,Virtual,Citywide,93,,,,,,,,,
Completed (59),9/25/2020,10:00 AM,11:00 AM,RNY General Presentation (GEN),RNY Presentation for Helen Keller Services for the Blind,Brooklyn,Virtual (Zoom),180 Livingston Street,15,11201,40.690052,-73.986838,302,33,3000484,3001647501,37,BK0202
Completed (59),9/28/2020,4:30 PM,5:30 PM,RNY General Presentation (GEN),Emergency Preparedness Month,Queens,zoom,91-30 183 Street,1,11423,40.709542,-73.777594,412,23,4211872,4099020102,470,QN1201
Completed (59),9/29/2020,2:00 PM,3:00 PM,RNY General Presentation (GEN),Emergency Preparedness for Older Adults in a COVID-19 World,Brooklyn,ZOOM,Citywide,120,,,,,,,,,
Completed (59),9/30/2020,2:00 PM,3:00 PM,RNY General Presentation (GEN),Virtual RNY Emergency Preparedness Presentation,Bronx,2600 Netherland Avenue,Virtual,25,,,,,,,,,
Completed (59),10/7/2020,10:00 AM,11:00 AM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Manhattan,virtual,247 W 37th Street,20,10018,40.753475,-73.990594,105,3,1014454,1007870011,109,MN0502
Completed (59),10/9/2020,10:00 AM,11:00 AM,RNY General Presentation (GEN),Emergency Preparedness for Older Adults,Bronx,virtual event,325 E 156th Street,4,10451,40.821439,-73.917995,201,17,2091224,2024160001,69,BX0102
Completed (59),10/14/2020,1:30 PM,2:30 PM,RNY General Presentation (GEN),Fire Prevention Webinar,Brooklyn,Zoom,Citywide,60,,,,,,,,,
Completed (59),10/28/2020,12:15 AM,1:15 PM,RNY General Presentation (GEN),ESOL Presentation,Brooklyn,Zoom,3807-3809 Church Avenue,55,11203,40.651188,-73.941712,317,40,3394916,3048750038,814,BK1703
Completed (59),11/2/2020,9:30 AM,11:30 AM,RNY General Presentation (GEN),DAFN Presentation,Manhattan,Virtual,253 W 35th Street,15,10001,40.752289,-73.991612,105,3,1014423,1007850011,109,MN0502
Completed (59),11/3/2020,12:00 PM,1:00 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation (Virtual),Brooklyn,Gowanus Senior Center,420 Baltic Street,13,11217,40.683646,-73.988783,306,39,3336072,3004040001,71,BK0601
Completed (59),11/4/2020,1:00 PM,2:00 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Brooklyn,Virtual,2 Lafayette Street,35,,,,,,,,,
Completed (59),11/12/2020,1:00 PM,2:00 PM,RNY General Presentation (GEN),Prepared Senior - Safe Senior Presentation,Manhattan,virtual,2205 1st Avenue,12,10029,40.794319,-73.93665,111,8,1081091,1016840001,180,MN1102
Completed (59),11/13/2020,5:00 PM,6:00 PM,RNY Fair/Presentation (FP),Uniting Disabled Individuals - Parent Empowerment Group DAFN Presentation,Queens,Virtual,14750 109th Avenue,20,11435,40.690718,-73.799877,412,28,4258302,4119470274,196,QN1202
Completed (59),11/18/2020,2:00 PM,3:00 PM,RNY General Presentation (GEN),Winter Weather Preaparedness,Brooklyn,Zoom,Citywide,55,,,,,,,,,
Completed (59),11/19/2020,2:00 PM,2:45 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation,Manhattan,virtual,2322 3rd Avenue,20,10035,40.804465,-73.93526,111,8,1054497,1017750033,242,MN1102
Completed (59),11/19/2020,2:00 PM,3:00 PM,RNY General Presentation (GEN),DAFN Virtual Presentation,Brooklyn,Virtual,25 Elm Place,25,11201,40.689456,-73.984531,302,33,3000452,3001580001,37,BK0202
Completed (59),11/19/2020,10:00 AM,11:00 AM,RNY General Presentation (GEN),Ready NY,Brooklyn,virtual,"1408 Ocean Avenue , 2nd fl",12,11230,40.627581,-73.956755,314,44,3179802,3067120062,762,BK1403
Completed (59),11/20/2020,10:30 AM,11:30 AM,RNY General Presentation (GEN),Helen Keller Services for the Blind Foundations Group,Brooklyn,Helen Keller Services for the Blind,180 Livingston St,10,11201,40.690052,-73.986838,302,33,3000484,3001647501,37,BK0202
Completed (59),11/21/2020,3:00 PM,4:00 PM,RNY Fair/Presentation (FP),"Safety Pursuiter - Self Advocacy Group, RNY Presentation",Queens,Virtual,14750 109th Avenue,10,11435,40.690718,-73.799877,412,28,4258302,4119470274,196,QN1202
Completed (59),11/24/2020,1:30 PM,2:30 PM,RNY General Presentation (GEN),Emergency Preparedness Presentation (Virtual),Brooklyn,"Young Israel Senior Center, Virtual",1694 Ocean Avenue,16,11230,40.620447,-73.955405,314,44,3180733,3067390044,538,BK1403
Completed (59),11/24/2020,6:00 PM,7:00 PM,RNY General Presentation (GEN),DAFN Presentation for the Deaf,Staten Island,Virtual,92 Victory Boulevard,15,10301,40.637775,-74.079736,501,49,5014544,5005690085,17,SI0102
Completed (59),11/25/2020,10:00 AM,11:00 AM,RNY General Presentation (GEN),Ready New York General Presentation,Bronx,Virtual,1 Fordham Plaza,25,10458,40.860739,-73.889585,206,15,2088325,2030330053,387,BX0603
Completed (59),11/30/2020,3:00 PM,4:00 PM,RNY General Presentation (GEN),BRC: How to Prepare for Emergencies,Brooklyn,Zoom event,411 Ovington Avenue,11,11209,40.633477,-74.023321,310,47,3145772,3058730089,130,BK1001
Completed (59),12/1/2020,1:00 PM,2:00 PM,RNY General Presentation (GEN),DAFN Virtual Presentation,Queens,Virtual,102-19 34 Avenue,0,11368,40.755742,-73.865988,403,21,4042602,4017170033,379,QN0303
Completed (59),12/1/2020,11:00 AM,12:00 PM,RNY General Presentation (GEN),Virtual Emergency Preparedness Presentation,Brooklyn,"Virtual, via zoom",3208 Fulton Street,10,11208,40.682337,-73.876771,305,37,3092631,3041400013,1178,BK0501
Completed (59),12/1/2020,11:00 AM,12:00 PM,RNY General Presentation (GEN),Emergency Preparedness,Bronx,PSS Davidson virtual,950 Union avenue,10,10459,40.822812,-73.901821,203,17,2005015,2026780001,12901,BX0202
